model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration
Decision Tree,gini,1,9,auto,0,0,0,0,0,0,0,0,0,0.785,0.781,0.787,0.781,0.00199
Decision Tree,gini,1,9,sqrt,0,0,0,0,0,0,0,0,0,0.986,0.986,0.985,0.985,0.00299
Decision Tree,gini,1,9,log2,0,0,0,0,0,0,0,0,0,0.93,0.93,0.931,0.931,0.002
Decision Tree,gini,1,10,nan,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00402
Decision Tree,gini,1,10,auto,0,0,0,0,0,0,0,0,0,0.985,0.985,0.987,0.987,0.00399
Decision Tree,gini,1,10,sqrt,0,0,0,0,0,0,0,0,0,0.624,0.562,0.626,0.569,0.00296
Decision Tree,gini,1,10,log2,0,0,0,0,0,0,0,0,0,0.931,0.931,0.927,0.927,0.002
Decision Tree,gini,1,11,nan,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00499
Decision Tree,gini,1,11,auto,0,0,0,0,0,0,0,0,0,0.721,0.698,0.726,0.704,0.00199
Decision Tree,gini,1,11,sqrt,0,0,0,0,0,0,0,0,0,0.628,0.565,0.614,0.555,0.00202
Decision Tree,gini,1,11,log2,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00303
Decision Tree,gini,1,12,nan,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00502
Decision Tree,gini,1,12,auto,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00199
Decision Tree,gini,1,12,sqrt,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00199
Decision Tree,gini,1,12,log2,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00199
Decision Tree,gini,1,13,nan,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00499
Decision Tree,gini,1,13,auto,0,0,0,0,0,0,0,0,0,0.985,0.985,0.986,0.986,0.003
Decision Tree,gini,1,13,sqrt,0,0,0,0,0,0,0,0,0,0.931,0.93,0.929,0.928,0.00199
Decision Tree,gini,1,13,log2,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00302
Decision Tree,gini,1,14,nan,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00498
Decision Tree,gini,1,14,auto,0,0,0,0,0,0,0,0,0,0.863,0.863,0.859,0.859,0.00199
Decision Tree,gini,1,14,sqrt,0,0,0,0,0,0,0,0,0,0.93,0.93,0.932,0.932,0.002
Decision Tree,gini,1,14,log2,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00299
Decision Tree,gini,1,15,nan,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00499
Decision Tree,gini,1,15,auto,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00203
Decision Tree,gini,1,15,sqrt,0,0,0,0,0,0,0,0,0,0.863,0.863,0.859,0.859,0.00202
Decision Tree,gini,1,15,log2,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.002
Decision Tree,gini,1,16,nan,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00499
Decision Tree,gini,1,16,auto,0,0,0,0,0,0,0,0,0,0.729,0.713,0.729,0.712,0.00299
Decision Tree,gini,1,16,sqrt,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00196
Decision Tree,gini,1,16,log2,0,0,0,0,0,0,0,0,0,0.728,0.711,0.736,0.72,0.00299
Decision Tree,gini,1,17,nan,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00499
Decision Tree,gini,1,17,auto,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00199
Decision Tree,gini,1,17,sqrt,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00296
Decision Tree,gini,1,17,log2,0,0,0,0,0,0,0,0,0,0.72,0.696,0.732,0.711,0.00299
Decision Tree,gini,1,18,nan,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00396
Decision Tree,gini,1,18,auto,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.002
